AAHED	[DEF]to exclaim in amazement, joy, or surprise[/DEF]
AALII	[DEF]a [LNK]HOPBUSH[/LNK] (<i>Dodonaea viscosa</i>)[/DEF]
AARGH	[DEF][LNK]TIMID[/LNK] , [LNK]COWARDLY[/LNK][/DEF]	[SYN]used typically to express frustration, disappointment, anguish, or pain[/SYN]
ABACA	[DEF]a strong fiber obtained from the leafstalk of a banana (<i>Musa textilis</i>) native to the Philippines[/DEF]	[DEF]the plant that yields abaca[/DEF]
ABACI	[DEF]an instrument for performing calculations by sliding counters along rods or in grooves[/DEF]	[DEF]a slab that forms the uppermost member or division of the capital of a column[/DEF]
ABACK	[DEF][LNK]BACKWARD[/LNK] , [LNK]BACK[/LNK][/DEF]	[DEF]in a position to catch the wind upon the forward surface (as of a sail)[/DEF]	[DEF]by surprise[/DEF]	[DEF][LNK]UNAWARES[/LNK][/DEF]
ABAFT	[DEF]toward or at the stern[/DEF]	[DEF][LNK]AFT[/LNK][/DEF]	[DEF]to the rear of[/DEF]	[DEF]toward the stern from[/DEF]
ABAND	[DEF]one of the cross striations in striated muscle that contain myosin filaments and appear dark under the light microscope and light in polarized light[/DEF]
ABASE	[DEF]to lower in rank, office, prestige, or esteem[/DEF]	[DEF]to lower physically[/DEF]
ABASH	[DEF]to destroy the self-possession or self-confidence of (someone)[/DEF]	[DEF][LNK]DISCONCERT[/LNK][/DEF]
ABATE	[DEF]to decrease in force or intensity[/DEF]	[DEF]to become defeated or become [LNK]NULL[/LNK] or [LNK]VOID[/LNK] (as of a writ or appeal)[/DEF]	[DEF]to decrease in amount or value[/DEF]	[DEF]to put an end to[/DEF]	[DEF][LNK]NULLIFYSENSE 1[/LNK][/DEF]	[DEF]to reduce in degree or intensity[/DEF]	[DEF][LNK]MODERATE[/LNK][/DEF]	[DEF]to reduce in value or amount[/DEF]	[DEF]to make less especially by way of [LNK]RELIEF[/LNK][/DEF]	[DEF][LNK]DEDUCT[/LNK] , [LNK]OMIT[/LNK][/DEF]	[DEF]to beat down or cut away so as to leave a figure in [LNK]RELIEF[/LNK][/DEF]	[DEF][LNK]BLUNT[/LNK][/DEF]	[DEF][LNK]DEPRIVESENSE 1[/LNK][/DEF]
ABAYA	[DEF]a loose-fitting full-length robe worn by some Muslim women[/DEF]
ABBAS	[DEF]Mahmoud 1935–     president of the Palestinian National Authority (2005–  )[/DEF]
ABBES	[DEF]a member of the French secular clergy in major or minor orders[/DEF]	[SYN]used as a title[/SYN]
ABBEY	[DEF]a monastery ruled by an abbot[/DEF]	[DEF]a convent ruled by an [LNK]ABBESS[/LNK][/DEF]	[DEF]an abbey church[/DEF]	[DEF]Edwin Austin 1852–1911 American painter and illustrator[/DEF]
ABBOT	[DEF]the superior of a monastery for men[/DEF]
ABEAM	[DEF]off to the side of a ship or plane especially at a right angle to the middle of the ship or plane's length[/DEF]
ABEAR	[DEF][LNK]ENDURE[/LNK] , [LNK]ABIDE[/LNK][/DEF]	[SYN]usually used with <i>can</i> and negative[/SYN]
